attr	type	dim	value	default	formatAs	typeW3C	EQN	loc	value.def
slope	NUMERIC	1	<number>	1		equation	FALSE	feComponentTransferSlopeAttribute	Specifies the slope to be used to construct the \emph{transfer} function when the type is \emph{linear}.
spacing	LITERAL	1	\emph{'exact'}	TRUE			FALSE	TextPathElementSpacingAttribute	Specifies to the user agent the spacing between _glyphs_ that are to be rendered along a path to be rendered exactly without any adjustment along the path.
spacing	LITERAL	1	\emph{'auto'}				FALSE	TextPathElementSpacingAttribute	Specifies for the user agent to adjust the spacing between \emph{glyphs} using a \emph{text-on-a-path layout algorithm}. The intension is to create a better visual apeal.
specularConstant	NUMERIC	1	<number>	1			FALSE	feSpecularLightingSpecularConstantAttribute	Specifies a scaling factor for the resulting RGB components, It is the \emph{kd} in \emph{Phong lighting model}. Default=1.
specularExponent	NUMERIC	1	<number>	1			FALSE	feSpotLightSpecularExponentAttribute	Specifies the \emph{specular exponent}, which controls the shininess 0 is essentially ambient light, infinity approaching a mirror like surface. (Default=1).
specularExponent	NUMERIC	1	<number>	1			FALSE	feSpecularLightingSpecularExponentAttribute	Specifies the \emph{exponent} for \emph{specular} term, used to control how shiny the object appears . Typical values should range from 1.0 to 128.0. (128 being very shiny.) Default=1.
spreadMethod	LITERAL	1	\emph{'pad'}	T			FALSE	LinearGradientElementSpreadMethodAttribute	Specifies to extend the painting beyond the \emph{gradient} vector of the \strong{linearGradient}, by using terminal colors found at the end points. (Default)
spreadMethod	LITERAL	1	\emph{'reflect'}				FALSE	LinearGradientElementSpreadMethodAttribute	Specifies to extend the painting beyond the \emph{gradient} vector of the \strong{linearGradient}, by reflecting the gradient pattern. The reflections are continued until the entire gradient region is filled. For example, we might have a pattern of red white and blue (red at the start of the gradient vector, blue at the end), and then observe: red white blue blue white red red white blue.
spreadMethod	LITERAL	1	\emph{'repeat'}				FALSE	LinearGradientElementSpreadMethodAttribute	Specifies to extend the painting beyound the \emph{gradient} vector of the \strong{linearGradient}, by repeating the gradient pattern until the region is filled. For example, For example, we might have a pattern of red white and blue (red at the start of the gradient vector, blue at the end), and then observe: red white blue red white blue red white blue.
spreadMethod	LITERAL	1	\emph{'pad'}	T			FALSE	RadialGradientElementSpreadMethodAttribute	Specifies to extend the painting beyond the \emph{outermost-circle} of the \strong{radialGradient}, by using terminal color of the outermost circle. (Default)
spreadMethod	LITERAL	1	\emph{'reflect'}				FALSE	RadialGradientElementSpreadMethodAttribute	Specifes to extend the painting beyond the \emph{outermost-circle} of the \strong{radialGradient}, by reflecting the gradient pattern. The reflections are continued until the entire gradient region is filled. For example, we might have a pattern of red white blue (red at the \emph{focus}, blue at the \emph{outermost-circle}) and then observe: red white blue blue white red red white blue.
spreadMethod	LITERAL	1	\emph{'repeat'}				FALSE	RadialGradientElementSpreadMethodAttribute	Specifes to extend the painting beyond the \emph{outermost-circle} of the \strong{radialGradient}, by repeating the gradient pattern. The repetitions are continued until the entire gradient region is filled. For example, we might have a pattern of red white blue (red at the \emph{focus}, blue at the \emph{outermost-circle}) and then observe: red white blue red white blue red white blue.
startOffset	LENGTH	1	<length>				FALSE	TextPathElementStartOffsetAttribute	Specifies an offset measured from the starting point of the \emph{'path'} to the initial position for the current text. The offset distance is measured either in percent or in the current user coordinate system and is calculated using the user agent's distance along the path algorithm. If measured in percent, then the total distance of the path is defined to be 100 percent.
stdDeviation	c(sx, sy) or s	1,2	<numeric>[1 or 2]	c(1,1)		equation	TRUE	feGaussianBlurStdDeviationAttribute	Specifies the standard deviations \eqn{\sigma_x}, \eqn{\sigma_y} for the blur operation along the x and y axis respectively. The default for \eqn{\sigma_x} is 1, the default for \eqn{\sigma_y} is \eqn{\sigma_x}.
stemh	NUMERIC	1	<number>		1		FALSE	FontFaceElementStemhAttribute	Specifies dominant stem width if the font via \emph{units per em}.
stemv	NUMERIC	1	<number>		1		FALSE	FontFaceElementStemvAttribute	Specifies dominant vertical stem width of the \emph{glyphs} via \emph{units per em}.
stitchTiles	LITERAL	1	\emph{'stitch'}				FALSE	feTurbulenceStitchTilesAttribute	Specifies to the user agent to adjust  \emph{x-baseFrequency} \eqn{f_x} and \emph{y-baseFrequency} \eqn{f_y} values in such a way as to maintain a smooth transition at the border of the tiles containing the turbulence.
stitchTiles	LITERAL	1	\emph{'noStitch'}	T			FALSE	feTurbulenceStitchTilesAttribute	Specifies to the user agent to make no attempt to achieve smooth transitions at the borders of the tiles which contain a turbulence function. (Default)
strikethrough-position	NUMERIC	1	<number>				FALSE	FontFaceElementStrikeThroughPositionAttribute	Specifies, in font coordinates, the intended \emph{strikethrough} position.
strikethrough-thickness	NUMERIC	1	<number>				FALSE	FontFaceElementStrikeThroughThicknessAttribute	Specifies, in font coordinates, the intended \emph{strikethrough} thickness.
string	CHARACTER	M	<character>[N]		1-V		FALSE	FontFaceFormatElementStringAttribute	Specifies a list of formats supported by the referenced font. Examples are \emph{truedoc-pfr}, or \emph{opentype}.
style	CHARACTER	1	<character>				FALSE	StyleAttribute	Specifies style information for this single element.
surfaceScale	NUMERIC	1	<number>	1			FALSE	feDiffuseLightingSurfaceScaleAttribute	Specifies scaling factor to be used to scale the \emph{alpha channel} to produce the height of surface. Thus it is the maximum possible height of the surface and realized when the \emph{alpha channel} =1. The default is 1.
surfaceScale	NUMERIC	1	<number>	1			FALSE	feSpecularLightingSurfaceScaleAttribute	Specifies scaling factor to be used to scale the \emph{alpha channel} to produce the height of surface. Thus it is the maximum possible height of the surface and realized when the \emph{alpha channel} =1. The default is 1.
svg:transform	??	1	<transform>				FALSE	SVGGlobalTransformAttributeDefinition	Specifies an affine transform to be applied to the map data.
svg:transform	LITERAL	1	\emph{'none'}				FALSE	SVGGlobalTransformAttributeDefinition	Specifies that no supplemental affine transformation has been applied to the map data.
systemLanguage	CHARACTER	M	<character>[N]				FALSE	SystemLanguageAttribute	Specifies system languages.
tableValues	NUMERIC	M	<numeric>[N]			equation	FALSE	feComponentTransferTableValuesAttribute	"Specifies a numerical vector to be used to the construction of the \emph{transfer function} when the type is either \emph{""""""""""""""""table""""""""""""""""} or \emph{""""""""""""""""step""""""""""""""""}."
target	LITERAL	1	\emph{'_replace'}				FALSE	AElementTargetAttribute	Specifies to replace in the current \emph{SVG image} by the linked content. The replacement will occupy the same region and frame as the current SVG.
target	LITERAL	1	\emph{'_self'}	T			FALSE	AElementTargetAttribute	Specifies to replace in the current \emph{SVG image} by the linked content The replacement will occupy the frame as the current SVG. This is the default.
target	LITERAL	1	\emph{'_parent'}				FALSE	AElementTargetAttribute	Specifies to replace the parent frameset \emph{SVG image} by the linked content.
target	LITERAL	1	\emph{'_top'}				FALSE	AElementTargetAttribute	Specifies to replace the full window/tab (and frames) byt the linked content.
target	LITERAL	1	\emph{'_blank'}				FALSE	AElementTargetAttribute	Specifies to create a new (unnamed) window/tab display and fill with the linked content.
target	CHARACTER	1	<name>				FALSE	AElementTargetAttribute	Specifies to find an existing window/tab/pane having the target name, and if one does not exist create one. Then fill it with the linked content.
targetX	INTEGER	1	<integer>				FALSE	feConvolveMatrixElementTargetXAttribute	Specifies the placement of the \emph{convolution matrix} implied by specifying the target x-coordinate relative to the \emph{convolution} origin. By default, the \emph{convolution matrix} is centered about the target.
targetY	INTEGER	1	<integer>				FALSE	feConvolveMatrixElementTargetYAttribute	Specifies the placement of the \emph{convolution matrix} implied by specifying the target y-coordinate relative to the \emph{convolution} origin. By default, the \emph{convolution matrix} is centered about the target.
textLength	LENGTH	1	<length>				FALSE	TextElementTextLengthAttribute	Specifies a presumed total sum of all of the advance values that correspond to character data within this element to assist by the user agent to in achieving exact alignment. The presumed total sum should include the advance value on the \emph{glyph} (horizontal or vertical), the effect of properties \emph{'kerning'}, \emph{'letter.spacing'} and \emph{'word.spacing'} and any adjustments due to attributes \emph{'dx'} and \emph{'dy'} on \emph{'tspan'} elements.
textLength	LENGTH	1	<length>				FALSE	TSpanElementTextLengthAttribute	Specifies a presumed total sum of all of the advance values that correspond to character data within this element to assist by the user agent to in achieving exact alignment. The presumed total sum should include the advance value on the \emph{glyph} (horizontal or vertical), the effect of properties \emph{'kerning'}, \emph{'letter.spacing'} and \emph{'word.spacing'} and any adjustments due to attributes \emph{'dx'} and \emph{'dy'} on \emph{'tspan'} elements.
title	LITERAL	1	\emph{'advisory-title'}				FALSE	StyleElementTitleAttribute	Specifies an advisory title for the style element (HTML 4)
to	VALUE	1	<value>		1		FALSE	ToAttribute	Specifies the ending attribute value of the animation.
to	VALUE	1	<value>				FALSE	SetElementToAttribute	Specifies a new attribute value to be set to.
transform	NAMED-LIST	1	<tranform-list>			Details: Transform.R	FALSE	TransformAttribute	Specifies a named list of coordinate transforms. The order in which the transforms are applied is given by the order in the list.
type	LITERAL	1	\emph{'translate'}		1-C		FALSE	AnimateTransformElementTypeAttribute	Specifies a translational transform
type	LITERAL	1	\emph{'scale'}		1-C		FALSE	AnimateTransformElementTypeAttribute	Specifies a scaling transform
type	LITERAL	1	\emph{'rotate'}		1-C		FALSE	AnimateTransformElementTypeAttribute	Specifies a rotational transform
type	LITERAL	1	\emph{'skewX'}		1-C		FALSE	AnimateTransformElementTypeAttribute	Specifies a skew transform along the X axis
type	LITERAL	1	\emph{'skewY'}		1-C		FALSE	AnimateTransformElementTypeAttribute	Specifies a skew transform along the Y axis
type	LITERAL	1	\emph{'matrix'}	T		equation?	FALSE	feColorMatrixTypeAttribute	Specifies to interpret the \strong{feColorMatrix} values parameter as a 4x5 matrix . The result color transformation is given by premultiplying this with c(R, G.B, A, 1) Default.
type	LITERAL	1	\emph{'saturate'}				FALSE	feColorMatrixTypeAttribute	Specifies that the values parameter is a single numeric between 0 and 1. used to perform color saturation.
type	LITERAL	1	\emph{'hueRotate'}				FALSE	feColorMatrixTypeAttribute	Specifies that the values parameter is a single numeric representing degrees between 0 and 360, and is . used to perform hue rotation.
type	LITERAL	1	\emph{'luminanceToAlpha'}				FALSE	feColorMatrixTypeAttribute	Specifies to produce a \emph{luminance} to \emph{alpha} effect, and does not use values
type	LITERAL	1	\emph{'identity'}		1-C	Details: feComponentMap.R	FALSE	feComponentTransferTypeAttribute	Specifies the identify component transform (i.e. no transform).
type	LITERAL	1	\emph{'table'}		1-C	Details: feComponentMap.R	FALSE	feComponentTransferTypeAttribute	Specifies to use a \emph{linear} interpolation of the given tableValues for the \emph{transfer function}.
type	LITERAL	1	\emph{'discrete'}		1-C	Details: feComponentMap.R	FALSE	feComponentTransferTypeAttribute	Specifies to use a \emph{step} function produced by the tableValues for the \emph{transfer function}.
type	LITERAL	1	\emph{'linear'}		1-C	Details: feComponentMap.R	FALSE	feComponentTransferTypeAttribute	Specifies to use a \emph{simple linear interpolation} for the \emph{transfer function}.
type	LITERAL	1	\emph{'gamma'}		1-C	Details: feComponentMap.R	FALSE	feComponentTransferTypeAttribute	Specifies to use an \emph{exponential} for the \emph{transfer function}.
type	LITERAL	1	\emph{'fractalNoise'}				FALSE	feTurbulenceTypeAttribute	Specifies to the filter primitive to use the \emph{noise} function.
type	LITERAL	1	\emph{'turbulence'}				FALSE	feTurbulenceTypeAttribute	Specifies to the filter primitive to use the \emph{turbulence} function.
type	LITERAL	1	\emph{'content-type'}				FALSE	StyleElementTypeAttribute	"Specifies the style sheet language of the element's contents, such as \emph{""""""""""""""""text/css""""""""""""""""}."
type	CHARACTER	1	<content-type>[N]	application/ecmascript			FALSE	ScriptElementTypeAttribute	"Specifies the scripting language for the given \emph{'script'} element. Default is \emph{""""""""""""""""application/ecmascript""""""""""""""""}."
u1	CHAR or URANGE	M	<glyph-unicode>[N]				FALSE	HKernElementU1Attribute	Specifies possible 1st \emph{glyphs} in the \emph{kerning pair} using a vector of Unicode characters or Unicode ranges.
u2	CHAR or URANGE	M	<glyph-unicode>[N]				FALSE	HKernElementU2Attribute	Specifies possible 2nd \emph{glyphs} in the \emph{kerning pair} using a vector of Unicode characters or Unicode ranges.
underline-position	NUMERIC	1	<numeric>				FALSE	FontFaceElementUnderlinePositionAttribute	Specifies, in font coordinates, the intended \emph{underline position}.
underline-thickness	NUMERIC	1	<numeric>				FALSE	FontFaceElementUnderlineThicknessAttribute	Specifies, in font coordinates, the intended \emph{underline thickness}.
unicode	CHARACTER	1	<string>		1-V		FALSE	GlyphElementUnicodeAttribute	Specifies one or more Unicode characters indicating the sequence of Unicode characters which corresponds to this \emph{glyph.}
unicode-range	URANGE	M	<urange>[N] (vector-of-uranges)		1-V		FALSE	FontFaceElementUnicodeRangeAttribute	Specifies range of ISO 10646 characters covered by the \emph{font}.
units-per-em	NUMERIC	1	<numeric>	1000	1-V		FALSE	FontFaceElementUnitsPerEmAttribute	Specifies the number of coordinate units on an em square. (Default = 1000)
v-alphabetic	NUMERIC	1	<numeric>				FALSE	FontFaceElementVertAlphabeticAttribute	Specifies, in font coordinates, for vertically orientated \emph{glyphs}, the alignment to produce an \emph{alphabetic baseline alignment}.
v-hanging	NUMERIC	1	<numeric>				FALSE	FontFaceElementVertHangingAttribute	Specifies, in font coordinates, for vertically orientated \emph{glyphs}, the alignment to produce an \emph{hanging baseline alignment}.
v-ideographic	NUMERIC	1	<numeric>				FALSE	FontFaceElementVertIdeographicAttribute	Specifies, in font coordinates, for vertically orientated \emph{glyphs}, the alignment to produce an \emph{ideographic baseline alignment}.
v-mathematical	NUMERIC	1	<numeric>				FALSE	FontFaceElementVertMathematicalAttribute	Specifies, in font coordinates, for vertically orientated \emph{glyphs}, the alignment to produce an \emph{mathematical baseline alignment}.
values	LIST	1	<values>[[N]] (list-of-values)		1-L		FALSE	ValuesAttribute	Specifies an unamed list attributes values over which to iterate.
values	MATRIX	1	<values>[N,M] (matrix-of-values)		1-M		FALSE	ValuesAttribute	A matrix with columns corresponding to the attribute values. Obviously assumes that the length of each attribute value is the same. Thisos useful for defining animations involving points.
values	NUMERIC	M	<numeric>				FALSE	feColorMatrixValuesAttribute	Depends on the value for type.
version	NUMERIC	1	<numeric>				FALSE	SVGElementVersionAttribute	Specifies the \emph{SVG} language version.
vert-adv-y	NUMERIC	1	<numeric>				FALSE	FontElementVertAdvYAttribute	Specifies what the default vertical advance should be after rendering in a vertical orientation. Needs to be non-negative.
vert-adv-y	NUMERIC	1	<numeric>				FALSE	GlyphElementVertAdvYAttribute	Specifies what the default vertical advance should be after rendering in a vertical orientation. Needs to be non-negative. Default is vert-adv-y of font.
vert-origin-x	NUMERIC	1	<numeric>				FALSE	FontElementVertOriginXAttribute	Specifies the default x-coordinate of the origin for a \emph{glyph} relative to coordinate system when in text orientation is vertical. Default is half of 'horiz.adv.x.
vert-origin-x	NUMERIC	1	<numeric>				FALSE	GlyphElementVertOriginXAttribute	Specifies the default x-coordinate of the origin for a \emph{glyph} relative to coordinate system when in text orientation is vertical. Default is value of vert-origin-x of font.
vert-origin-y	NUMERIC	1	<numeric>				FALSE	FontElementVertOriginYAttribute	Specifies the default y-coordinate of the origin for a \emph{glyph} relative to coordinate system when in text orientation is vertical. Default is ascent height attribute.
vert-origin-y	NUMERIC	1	<numeric>				FALSE	GlyphElementVertOriginYAttribute	Specifies the default y-coordinate of the origin for a \emph{glyph} relative to coordinate system when in text orientation is vertical. Default is value of vert-origin-y of font.
viewBox	NUMERIC	4	<numeric>[4] ( =c(x,y,w,h))					ViewBoxAttribute	Specifies the \emph{viewbox} with c( x, y) being upper left hand corner and c(w, h) being the \emph{width} and \emph{height.}
viewTarget	CHARACTER	M	<names>				FALSE	ViewElementViewTargetAttribute	Specifies one or more targets to be associated with this view.
width	LENGTH	1	<length>	120.00%			FALSE	FilterElementWidthAttribute	Specifies the bounding box width of the \strong{filter} in terms of the \emph{filterUnits}. (default is 1.20 )
width	LENGTH	1	<length>				FALSE	FilterPrimitiveWidthAttribute	Specifies the \emph{width} of filter primitive subregion, The filter primitive subregion is a rectangular region over which both filter primitive calculations and rendering occurs.
width	LENGTH	1	<length>				FALSE	SVGElementWidthAttribute	Specifies the \emph{width} of the \strong{svg}. This applies to both for an embedded \strong{svg} and an outer-most \strong{svg} (i.e. \strong{svgR}).
width	LENGTH	1	<length>				FALSE	UseElementWidthAttribute	Specifies the \emph{width} of the rectangular region into which the referenced element by use is to be placed.
width	LENGTH	1	<length>				FALSE	ImageElementWidthAttribute	Specifies the \emph{width} of the rectangular region into which the \strong{image} element is to be placed.
width	LENGTH	1	<length>				FALSE	RectElementWidthAttribute	Specifies the \emph{width} of a rectangle (distance between the left and right sides).
width	LENGTH	1	<length>	1.2			TRUE	MaskElementWidthAttribute	Specifies the \emph{width} of the rectangle defining the offscreen buffer used in computing the masked image. The resulting masked image is the intersection of the mask and that buffer. The default width=1.2 when maskUnits=\emph{'objectBoundingBox'}. Note: \eqn{width geq 0}
width	LENGTH	1	<length>				TRUE	ForeignObjectElementWidthAttribute	Specifies the \emph{width} of the rectangular region into which into which the \emph{'foreignObject'} will be rendered. Requires \eqn{width \\geq 0}.
width	LENGTH	1	<length>				FALSE	PatternElementWidthAttribute	Specifies the title \emph{width.} (Must be non-negative)
widths	NAMED-LIST	M	<named-list-of-widths>		L-N		FALSE	FontFaceElementWidthsAttribute	Specifies \emph{glyphs} widths, given a \emph{urange} an a number representing the \emph{width.} The format is a list with names as \emph{uranges} and values as width.
x	COORDINATE	1	<coordinate>				FALSE	FilterPrimitiveXAttribute	Specifies the x-coordinate of filter primitive subregion, The filter primitive subregion is a rectangular region over which both filter primitive calculations and rendering occurs.
x	NUMERIC	1	<numeric>	0			FALSE	fePointLightXAttribute	Specifies the x-coordinate of the light source location with respect to the coordinates system on the \strong{filter} produce by \emph{primitiveUnits}. (Default=0)
x	NUMERIC	1	<numeric>	0			FALSE	feSpotLightXAttribute	Specifies the x-coordinate of the light source location with respect to the coordinates system on the \strong{filter} produced by \emph{primitiveUnits}. (Default=0)
x	COORDINATE	1	<coordinate>	0			FALSE	SVGElementXAttribute	Specifies the x-coordinate of the left hand side of an embedded \strong{svg}. This has no effect on the outer most \strong{svg}(i.e. \strong{svgR}). The default is 0.
x	COORDINATE	1	<coordinate>				FALSE	UseElementXAttribute	Specifies the x-coordinate of the left hand side rectangular region into which the referenced element by use is to be placed.
x	COORDINATE	1	<coordinate>				FALSE	ImageElementXAttribute	Specifies the x-coordinate of the left hand side rectangular region into which the image element is to be placed.
x	COORDINATE	M	<coordinate>[N]	0			FALSE	TextElementXAttribute	Specifies the absolute x-coordinate for the first n characters where n is the length of the vector x. (default is 0)
x	COORDINATE	M	<coordinate>[N]	0			FALSE	TSpanElementXAttribute	Specifies the absolute x-coordinate for the first n characters where n is the length of the vector x. (default is 0)
x	COORDINATE	M	<coordinate>				FALSE	AltGlyphElementXAttribute	Specifies corresponding absolute x-coordinates for \strong{altGlyph} element. If rendering only unicode characters inside a \strong{altGlyph} element, then this specifies the absolute x-coordinates for the first n characters where n is the length of the x-vector . If rendering alternate \emph{glyphs}, then x[1] specifies a new the absolute x-coordinate for the current text position, so that text begins as x[1], with the remainder, x[-1], being ignored.
x	NUMERIC	1	<number>				FALSE	GlyphRefElementXAttribute	Specifies the x-coordinate for the \emph{glyph} in terms of the fonts coordinate system.
x	COORDINATE	1	<coordinate>				FALSE	RectElementXAttribute	Specifies the x-coordinate of the left-hand side of the rectangle.
x	COORDINATE	1	<coordinate>	0.1			FALSE	MaskElementXAttribute	Specifies the x-coordinate of left side of a rectangle defining the offscreen buffer used in computing the masked image. The resulting masked imageis the intersection of the mask and that buffer. The default is x=.1, maskUnits=\emph{'objectBoundingBox'}).
x	COORDINATE	1	<coordinate>	0			FALSE	ForeignObjectElementXAttribute	Specifies the x-coordinate of the left side of the rectangular region into which the \emph{'foreignObject'} will be rendered. Default=0.
x	COORDINATE	1	<coordinate>				FALSE	PatternElementXAttribute	Specifies the x-coordinate of the left-hand side of a tile
x	COORDINATE	1	<coordinate>	0			FALSE	CursorElementXAttribute	Specifies x-coordinate of the point that the \strong{cursor} is pointing to. This position is expressed in the \emph{cursor's} coordinate system. The default is 0.
x-height	NUMERIC	1	<number>		1		FALSE	FontFaceElementXHeightAttribute	Specifies the height of lowercase \emph{glyphs} of the font using \emph{units per em}.
x1	COORDINATE	1	<coordinate>	0			FALSE	LineElementX1Attribute	Specifies the x-axis coordinate of the starting point of the \strong{line}. Default is zero.
x1	COORDINATE	1	<coordinate>				FALSE	LinearGradientElementX1Attribute	Specifies the x-coordinate of the starting point of the \emph{gradient} vector. Can be numeric or percentage.
x2	COORDINATE	1	<coordinate>	0			FALSE	LineElementX2Attribute	Specifies the x-axis coordinate of the ending point of the \strong{line}. Default is zero.
x2	COORDINATE	1	<coordinate>				FALSE	LinearGradientElementX2Attribute	Specifies the x-coordinate of the ending point of the \emph{gradient} vector. Can be numeric or percentage.
xChannelSelector	LITERAL	1	\emph{'R'}				FALSE	feDisplacementMapXChannelSelectorAttribute	Specifies to use the R channel from \emph{'in2'} to calculate a displacement of the pixels in \emph{'in1'} along the x-axis.
xChannelSelector	LITERAL	1	\emph{'G'}				FALSE	feDisplacementMapXChannelSelectorAttribute	Specifies to use the G channel from \emph{'in2'} to calculate a displacement of the pixels in \emph{'in1'} along the x-axis.
xChannelSelector	LITERAL	1	\emph{'B'}				FALSE	feDisplacementMapXChannelSelectorAttribute	Specifies to use the B channel from \emph{'in2'} to calculate a displacement of the pixels in \emph{'in1'} along the x-axis.
xChannelSelector	LITERAL	1	\emph{'A'}	T			FALSE	feDisplacementMapXChannelSelectorAttribute	Specifies to use the A channel from \emph{'in2'} to calculate a displacement of the pixels in \emph{'in1'} along the x-axis. (The default.)
xlink:actuate	LITERAL	1	\emph{'onLoad'}				FALSE	XLinkActuateAttribute	Specifies onLoad for Xlink-aware processors.This attribute is provided for backwards compatibility with \emph{SVG 1.1.}
xlink:actuate	LITERAL	1	\emph{'onRequest'}				FALSE	AElementXLinkActuateAttribute	Specifies for Xlink-aware processors to perform only on a trigger of post-loading event trigger, a traversal from the starting resource to the ending resource.
xlink:arcrole	IRI	1	<IRI>				FALSE	XLinkArcRoleAttribute	Specifies \emph{IRI} an optional reference to resource that describes an intended role.
xlink:href	IRI	1	<IRI>		1	<iri>	FALSE	HrefAttribute	Specifies animation target via an \emph{IRI} reference
xlink:href	IRI	1	<IRI>				FALSE	MPathElementHrefAttribute	Specifies an \emph{IRI} reference to the path element to be used to define the path motion.
xlink:href	IRI	1	<IRI>				FALSE	FontFaceUriElementHrefAttribute	Specifies the location of the referenced font
xlink:href	IRI	1	<IRI>				FALSE	FilterElementHrefAttribute	Specifies a reference to another filter element residing in the same SVG fragment.
xlink:href	IRI	1	<IRI>				FALSE	feImageElementHrefAttribute	Specifies an \emph{IRI} reference to the image source.
xlink:href	IRI	1	<IRI>				FALSE	UseElementHrefAttribute	Specifies an element or fragment to use by way of an \emph{IRI} reference. \emph{IRI} should be contained within the same document.
xlink:href	IRI	1	<IRI>				FALSE	ImageElementHrefAttribute	Specifies an image by way of an \emph{IRI} reference.
xlink:href	IRI	1	<IRI>				FALSE	AElementXLinkHrefAttribute	Specifies a reference to an object as an \emph{IRI} reference.
xlink:href	IRI	1	<IRI>				FALSE	TRefElementHrefAttribute	Specifies an \emph{IRI} reference to an element containing the content character data to be used.
xlink:href	IRI	1	<IRI>				FALSE	TextPathElementHrefAttribute	Specifies a reference to a path element along which the \emph{glyphs} should be placed.
xlink:href	IRI	1	<IRI>				FALSE	AltGlyphElementHrefAttribute	Specifies an \emph{IRI} reference to either a glyph or an altGlyphDef.
xlink:href	IRI	1	<IRI>				FALSE	GlyphRefElementHrefAttribute	Specifies a refernce to an alternative glyph.
xlink:href	IRI	1	<IRI>				FALSE	LinearGradientElementHrefAttribute	Specifes an \emph{IRI} reference to \emph{'linearGradient'} or \emph{'radialGradient'}.
xlink:href	IRI	1	<IRI>				FALSE	RadialGradientElementHrefAttribute	Specifies a reference to a gradient element (either a linearGradient or radialGradine) using an \emph{IRI} reference.
xlink:href	IRI	1	<IRI>				FALSE	PatternElementHrefAttribute	Specifies a reference to a pattern element.
xlink:href	IRI	1	<IRI>				FALSE	ScriptElementHrefAttribute	Specifies an \emph{IRI} reference the script code.
xlink:href	FN-IRI	1	<FUNCIRI>				FALSE	CursorElementHrefAttribute	Specifies a reference to the cursor image. The reference is in the form of a A Functional \emph{IRI} pointing to a file or element.
xlink:href	IRI	1	<IRI>				FALSE	ColorProfileElementHrefAttribute	Specifies a reference to an \emph{ICC profile} resource.
xlink:role	IRI	1	<IRI>				FALSE	XLinkRoleAttribute	Specifies \emph{IRI} an optional reference to resource that describes an intended role.
xlink:show	LITERAL	1	\emph{'new'}				FALSE	XLinkShowAttribute	Specifies \emph{new} to Xlink-aware processors. This attribute is provided for backwards compatibility with \emph{SVG 1.1}.
xlink:show	LITERAL	1	\emph{'replace'}				FALSE	XLinkShowAttribute	Specifies \emph{replace} to Xlink-aware processors. This attribute is provided for backwards compatibility with \emph{SVG 1.1}.
xlink:show	LITERAL	1	\emph{'embed'}				FALSE	XLinkShowAttribute	Specifies \emph{embed} to Xlink-aware processors. This attribute is provided for backwards compatibility with \emph{SVG 1.1}.
xlink:show	LITERAL	1	\emph{'other'}				FALSE	XLinkShowAttribute	Specifies \emph{other} to Xlink-aware processors. This attribute is provided for backwards compatibility with \emph{SVG 1.1}.
xlink:show	LITERAL	1	\emph{'none'}				FALSE	XLinkShowAttribute	Specifies \emph{none} to Xlink-aware processors. This attribute is provided for backwards compatibility with \emph{SVG 1.1}.
xlink:title	CHARACTER	1	<character>				FALSE	XLinkTitleAttribute	Specifies the title attribute which is used to provide an optional description of the meaning of a link or resource for humans.
xlink:type	LITERAL	1	\emph{'simple'}	simple			FALSE	XLinkTypeAttribute	Only simple is available in \emph{svg1.1}.
xml:base	IRI	1	<IRI>				FALSE	XMLBaseAttribute	Specifies a base \emph{IRI} other than the base \emph{IRI} of the document or external entity.
xml:lang	CHARACTER	1	<languageID>				FALSE	XMLLangAttribute	Specifies the language (e.g., English) to be used in the contents and/or attribute values of specific elements.
xml:space	LITERAL	1	\emph{'default'}				FALSE	XMLSpaceAttribute	Specifies to eat additional white space in character data.
xml:space	LITERAL	1	\emph{'preserve'}				FALSE	XMLSpaceAttribute	Specifies to preserved additional white space in character data.
y	COORDINATE	1	<coordinate>				FALSE	FilterPrimitiveYAttribute	Specifies the y-coordinate of filter primitive subregion, The filter primitive subregion is a rectangular region over which both filter primitive calculations and rendering occurs.
y	NUMERIC	1	<number>	0			FALSE	fePointLightYAttribute	Specifies the y-coordinate of the light source location with respect to the coordinates system on the filter produce by \emph{primitiveUnits}. (Default=0)
y	NUMERIC	1	<number>	0			FALSE	feSpotLightYAttribute	Specifies the y-coordinate of the light source location with respect to the coordinates system on the filter produce by \emph{primitiveUnits}. (Default=0)
y	COORDINATE	1	<coordinate>	0			FALSE	SVGElementYAttribute	Specifies the y-coordinate of the top side of an embedded \emph{svg}. This has no effect on the outer most \emph{svg}(i.e. \emph{svgR}). The default is 0.
y	COORDINATE	1	<coordinate>				FALSE	UseElementYAttribute	Specifies the y-coordinate of the top side rectangular region into which the referenced element by use is to be placed.
y	COORDINATE	1	<coordinate>				FALSE	ImageElementYAttribute	Specifies the y-coordinate of the top side rectangular region into which the image element is to be placed.
y	COORDINATE	M	<coordinate>	0			FALSE	TextElementYAttribute	Specifies the absolute y-coordinate for the first n characters where n is the length of the vector x. (default is 0.)
y	COORDINATE	M	<coordinate>	0			FALSE	TSpanElementYAttribute	Specifies the absolute y-coordinate for the first n characters where n is the length of the vector x. (default is 0.)
